Facility ID,Facility Name,City/Town,State,Number of Completed Surveys,Survey Response Rate Percent,Year,Nurse Communication,Doctor Communication,Staff Responsiveness,Medicine Communication,Discharge Information,Care Transition,Cleanliness,Quietness,Rating Score,Recommendation,State Name,Region,Division
150037,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,567,36,2023,92,92,88,77,88,83,93,84,90,88,Indiana,Midwest,East North Central
15003F,INDIANAPOLIS VA MEDICAL CENTER,INDIANAPOLIS,IN,425,32,2023,91,93,84,81,87,85,85,83,91,91,Indiana,Midwest,East North Central
150042,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,572,21,2023,89,88,81,71,85,81,88,87,89,86,Indiana,Midwest,East North Central
150044,BAPTIST HEALTH FLOYD,NEW ALBANY,IN,1439,22,2023,90,87,82,70,86,78,84,80,87,87,Indiana,Midwest,East North Central
150045,PARKVIEW DEKALB HOSPITAL,AUBURN,IN,249,24,2023,92,92,89,80,92,83,95,85,89,88,Indiana,Midwest,East North Central
150046,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,444,21,2023,90,90,78,74,85,80,85,79,85,84,Indiana,Midwest,East North Central
150047,"ST JOSEPH HEALTH SYSTEM, LLC",FORT WAYNE,IN,160,15,2023,91,93,85,80,89,83,93,86,91,89,Indiana,Midwest,East North Central
150048,REID HEALTH,RICHMOND,IN,1256,18,2023,90,89,79,75,86,79,89,84,88,86,Indiana,Midwest,East North Central
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,MARION,IN,232,39,2023,94,92,88,81,86,84,92,88,91,89,Indiana,Midwest,East North Central
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,IN,383,22,2023,91,90,82,72,85,80,82,83,85,85,Indiana,Midwest,East North Central
150056,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,958,19,2023,89,91,77,71,87,80,79,79,85,84,Indiana,Midwest,East North Central
150057,FRANCISCAN HEALTH MOORESVILLE,MOORESVILLE,IN,432,25,2023,91,92,85,75,88,83,83,83,90,90,Indiana,Midwest,East North Central
150058,MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,495,24,2023,92,92,85,73,85,81,83,73,88,89,Indiana,Midwest,East North Central
150059,RIVERVIEW HEALTH,NOBLESVILLE,IN,844,33,2023,91,91,83,76,90,83,83,83,90,89,Indiana,Midwest,East North Central
150061,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,188,21,2023,91,89,86,73,84,79,86,83,87,83,Indiana,Midwest,East North Central
150065,SCHNECK MEDICAL CENTER,SEYMOUR,IN,227,16,2023,92,93,88,79,89,85,85,85,91,90,Indiana,Midwest,East North Central
150069,NORTON-KING'S DAUGHTERS' HEALTH,MADISON,IN,272,20,2023,91,91,84,79,90,81,86,86,87,85,Indiana,Midwest,East North Central
150072,MEMORIAL HOSPITAL,LOGANSPORT,IN,341,33,2023,91,92,88,78,90,80,89,82,88,86,Indiana,Midwest,East North Central
150074,COMMUNITY HOSPITAL EAST,INDIANAPOLIS,IN,553,21,2023,93,92,86,77,87,84,86,86,91,91,Indiana,Midwest,East North Central
150075,BLUFFTON REGIONAL MEDICAL CENTER,BLUFFTON,IN,271,28,2023,92,92,87,79,87,82,92,84,89,86,Indiana,Midwest,East North Central
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,PLYMOUTH,IN,232,20,2023,87,85,86,71,84,77,89,79,85,81,Indiana,Midwest,East North Central
150082,DEACONESS HOSPITAL INC,EVANSVILLE,IN,429,26,2023,91,91,80,75,84,80,79,84,89,89,Indiana,Midwest,East North Central
150084,ASCENSION ST VINCENT HOSPITAL,INDIANAPOLIS,IN,3908,40,2023,90,91,81,75,87,81,85,80,88,89,Indiana,Midwest,East North Central
150086,ST ELIZABETH DEARBORN HOSPITAL,LAWRENCEBURG,IN,546,23,2023,93,90,88,75,90,81,93,85,88,87,Indiana,Midwest,East North Central
150088,ASCENSION ST VINCENT ANDERSON,ANDERSON,IN,929,33,2023,90,90,85,75,86,82,89,78,88,87,Indiana,Midwest,East North Central
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,463,23,2023,89,89,79,70,85,78,84,83,86,82,Indiana,Midwest,East North Central
150090,FRANCISCAN HEALTH DYER,DYER,IN,565,18,2023,87,87,78,68,80,77,85,81,83,79,Indiana,Midwest,East North Central
150091,PARKVIEW HUNTINGTON HOSPITAL,HUNTINGTON,IN,256,25,2023,93,91,89,83,91,83,91,85,90,90,Indiana,Midwest,East North Central
150097,MAJOR HOSPITAL,SHELBYVILLE,IN,324,21,2023,91,92,83,76,85,82,91,87,88,88,Indiana,Midwest,East North Central
150100,ASCENSION ST VINCENT EVANSVILLE,EVANSVILLE,IN,2553,35,2023,91,91,84,77,88,82,90,82,89,90,Indiana,Midwest,East North Central
150101,PARKVIEW WHITLEY HOSPITAL,COLUMBIA CITY,IN,310,26,2023,94,90,90,78,91,83,90,82,91,92,Indiana,Midwest,East North Central
150102,NORTHWEST HEALTH - STARKE,KNOX,IN,94,27,2023,97,91,92,80,85,83,96,90,90,87,Indiana,Midwest,East North Central
150104,WITHAM HEALTH SERVICES,LEBANON,IN,339,21,2023,90,91,83,74,86,80,74,81,87,86,Indiana,Midwest,East North Central
150109,FRANCISCAN HEALTH LAFAYETTE,LAFAYETTE,IN,598,24,2023,92,89,84,73,86,82,89,84,89,89,Indiana,Midwest,East North Central
150112,COLUMBUS REGIONAL HOSPITAL,COLUMBUS,IN,1476,34,2023,89,90,82,76,88,81,84,75,86,85,Indiana,Midwest,East North Central
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,IN,380,22,2023,93,91,83,76,91,84,83,84,90,91,Indiana,Midwest,East North Central
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,468,29,2023,93,92,88,81,90,84,86,89,91,90,Indiana,Midwest,East North Central
150125,COMMUNITY HOSPITAL,MUNSTER,IN,533,23,2023,92,88,85,72,83,81,83,82,89,88,Indiana,Midwest,East North Central
150126,FRANCISCAN HEALTH CROWN POINT,CROWN POINT,IN,571,22,2023,90,88,77,72,87,80,82,81,86,83,Indiana,Midwest,East North Central
150128,"COMMUNITY HOSPITAL SOUTH, INC.",INDIANAPOLIS,IN,363,21,2023,90,89,80,74,85,82,87,82,88,89,Indiana,Midwest,East North Central
150133,KOSCIUSKO COMMUNITY HOSPITAL,WARSAW,IN,641,27,2023,91,90,82,73,86,79,86,81,87,85,Indiana,Midwest,East North Central
150146,PARKVIEW NOBLE HOSPITAL,KENDALLVILLE,IN,274,25,2023,91,90,88,80,89,82,87,85,88,87,Indiana,Midwest,East North Central
150149,WOMEN'S HOSPITAL THE,NEWBURGH,IN,291,15,2023,93,93,86,77,90,85,94,87,93,94,Indiana,Midwest,East North Central
150150,DUPONT HOSPITAL LLC,FORT WAYNE,IN,753,19,2023,91,90,83,75,85,80,85,80,89,89,Indiana,Midwest,East North Central
150153,ST VINCENT HEART CENTER,CARMEL,IN,1322,52,2023,93,93,89,78,90,85,87,80,93,95,Indiana,Midwest,East North Central
150157,ASCENSION ST VINCENT CARMEL,CARMEL,IN,1055,40,2023,92,93,85,79,89,84,89,82,91,92,Indiana,Midwest,East North Central
150158,IU HEALTH WEST HOSPITAL,AVON,IN,485,23,2023,90,91,80,74,88,82,85,79,88,86,Indiana,Midwest,East North Central
150160,ORTHOINDY HOSPITAL,INDIANAPOLIS,IN,714,50,2023,96,95,94,85,93,86,92,92,94,95,Indiana,Midwest,East North Central
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,CARMEL,IN,529,24,2023,89,92,76,76,88,84,81,82,90,91,Indiana,Midwest,East North Central
150162,FRANCISCAN HEALTH INDIANAPOLIS,INDIANAPOLIS,IN,702,25,2023,90,89,82,72,87,81,82,78,88,89,Indiana,Midwest,East North Central
150165,FRANCISCAN HEALTH MUNSTER,MUNSTER,IN,537,19,2023,92,90,83,74,88,80,90,86,89,87,Indiana,Midwest,East North Central
150166,PINNACLE HOSPITAL,CROWN POINT,IN,267,40,2023,95,91,92,84,88,85,93,92,92,91,Indiana,Midwest,East North Central
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH,FORT WAYNE,IN,160,38,2023,92,92,90,79,91,88,90,88,91,93,Indiana,Midwest,East North Central
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,FORT WAYNE,IN,469,41,2023,92,92,87,78,91,83,80,87,90,89,Indiana,Midwest,East North Central
150169,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,305,16,2023,90,91,81,76,86,83,80,85,90,90,Indiana,Midwest,East North Central
150172,PHYSICIANS' MEDICAL CENTER LLC,NEW ALBANY,IN,103,26,2023,96,95,95,86,89,88,91,92,94,97,Indiana,Midwest,East North Central
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,LAFAYETTE,IN,511,23,2023,90,90,80,72,86,82,84,82,89,88,Indiana,Midwest,East North Central
150177,UNITY PHYSICIANS HOSPITAL,MISHAWAKA,IN,93,47,2023,95,95,92,85,89,87,89,97,91,94,Indiana,Midwest,East North Central
150181,ASCENSION ST VINCENT FISHERS,FISHERS,IN,365,39,2023,92,92,88,76,88,84,86,84,91,92,Indiana,Midwest,East North Central
150183,MONROE HOSPITAL,BLOOMINGTON,IN,330,41,2023,91,90,86,79,83,81,90,88,89,90,Indiana,Midwest,East North Central
151300,COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,143,36,2023,93,92,88,76,88,83,94,88,91,92,Indiana,Midwest,East North Central
151301,ASCENSION ST VINCENT RANDOLPH,WINCHESTER,IN,98,29,2023,94,94,91,81,92,83,90,85,91,91,Indiana,Midwest,East North Central
151304,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,69,28,2023,95,96,93,85,90,84,92,89,91,93,Indiana,Midwest,East North Central
151305,PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,52,32,2023,94,91,93,82,92,82,92,80,90,88,Indiana,Midwest,East North Central
151307,ASCENSION ST VINCENT WILLIAMSPORT,WILLIAMSPORT,IN,75,33,2023,89,92,86,78,87,80,91,75,86,86,Indiana,Midwest,East North Central
151310,"PARKVIEW WABASH HOSPITAL, INC",WABASH,IN,172,26,2023,94,92,92,79,90,84,88,90,91,92,Indiana,Midwest,East North Central
151313,WOODLAWN HOSPITAL,ROCHESTER,IN,99,23,2023,93,95,90,81,91,83,88,88,89,92,Indiana,Midwest,East North Central
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,244,28,2023,94,94,88,84,91,85,94,88,93,90,Indiana,Midwest,East North Central
151317,GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,116,32,2023,97,96,94,82,87,85,91,83,92,89,Indiana,Midwest,East North Central
151318,DUKES MEMORIAL HOSPITAL,PERU,IN,147,23,2023,92,94,85,71,88,79,90,82,89,84,Indiana,Midwest,East North Central
151322,PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,93,31,2023,92,93,90,87,90,85,96,89,90,89,Indiana,Midwest,East North Central
151323,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,134,19,2023,93,90,91,80,91,82,87,85,90,91,Indiana,Midwest,East North Central
151324,"FRANCISCAN HEALTH RENSSELAER, INC",RENSSELAER,IN,89,32,2023,96,92,88,77,92,85,93,85,88,85,Indiana,Midwest,East North Central
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,75,23,2023,94,94,94,84,91,82,91,89,91,91,Indiana,Midwest,East North Central
151329,MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,IN,202,22,2023,92,91,83,78,91,80,90,84,89,85,Indiana,Midwest,East North Central
151330,ADAMS MEMORIAL HOSPITAL,DECATUR,IN,229,33,2023,94,93,90,80,89,83,88,87,90,89,Indiana,Midwest,East North Central
151331,HARRISON COUNTY HOSPITAL,CORYDON,IN,185,20,2023,95,92,91,76,90,82,84,87,91,88,Indiana,Midwest,East North Central
151332,DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,136,21,2023,91,92,90,76,89,79,92,84,88,84,Indiana,Midwest,East North Central
151333,PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,77,31,2023,97,94,96,83,88,85,91,84,91,92,Indiana,Midwest,East North Central
151334,SCOTT MEMORIAL HEALTH,SCOTTSBURG,IN,68,16,2023,90,87,70,77,82,77,85,87,84,80,Indiana,Midwest,East North Central
160001,UNITYPOINT HEALTH - MARSHALLTOWN,MARSHALLTOWN,IA,174,28,2023,92,92,84,74,89,80,91,86,88,85,Iowa,Midwest,West North Central
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,335,35,2023,93,94,86,81,90,82,90,87,91,91,Iowa,Midwest,West North Central
160013,TRINITY MUSCATINE,MUSCATINE,IA,152,21,2023,90,89,82,75,88,79,82,81,86,80,Iowa,Midwest,West North Central
160016,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,536,24,2023,92,92,84,77,88,81,89,78,88,84,Iowa,Midwest,West North Central
160028,CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,468,20,2023,91,90,83,76,89,81,86,86,87,86,Iowa,Midwest,West North Central
160030,MARY GREELEY MEDICAL CENTER,AMES,IA,602,27,2023,92,91,81,75,89,82,87,90,91,92,Iowa,Midwest,West North Central
160032,MERCYONE NEWTON MEDICAL CENTER,NEWTON,IA,125,27,2023,93,90,86,75,92,79,85,81,89,86,Iowa,Midwest,West North Central
160033,GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,1842,24,2023,89,89,76,73,86,79,82,81,85,85,Iowa,Midwest,West North Central
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,DES MOINES,IA,384,35,2023,92,93,86,86,87,85,91,85,91,92,Iowa,Midwest,West North Central
160040,"SARTORI MEMORIAL HOSPITAL, INC",CEDAR FALLS,IA,136,38,2023,92,93,86,79,90,84,88,93,90,89,Iowa,Midwest,West North Central
160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,457,26,2023,91,91,82,74,88,82,87,82,90,90,Iowa,Midwest,West North Central
160047,METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,884,27,2023,94,92,89,80,90,84,89,85,91,91,Iowa,Midwest,West North Central
16004F,IOWA CITY VA MEDICAL CENTER,IOWA CITY,IA,493,42,2023,94,93,87,87,91,86,91,90,93,93,Iowa,Midwest,West North Central
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,WEST BURLINGTON,IA,490,27,2023,89,90,79,73,84,79,87,83,85,82,Iowa,Midwest,West North Central
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,2548,26,2023,90,90,78,75,88,81,83,73,87,89,Iowa,Midwest,West North Central
160064,MERCYONE NORTH IOWA MEDICAL CENTER,MASON CITY,IA,1177,32,2023,90,90,84,74,87,80,86,79,87,84,Iowa,Midwest,West North Central
160067,MERCYONE WATERLOO MEDICAL CENTER,WATERLOO,IA,458,23,2023,87,88,78,73,88,80,84,81,84,84,Iowa,Midwest,West North Central
160069,MERCYONE DUBUQUE MEDICAL CENTER,DUBUQUE,IA,803,40,2023,93,93,86,79,90,84,86,82,91,92,Iowa,Midwest,West North Central
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,985,29,2023,91,90,80,75,86,82,85,85,89,91,Iowa,Midwest,West North Central
160080,MERCYONE CLINTON MEDICAL CENTER,CLINTON,IA,515,25,2023,93,90,88,79,90,81,89,83,88,85,Iowa,Midwest,West North Central
160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,DES MOINES,IA,479,24,2023,90,89,79,73,84,80,84,84,87,89,Iowa,Midwest,West North Central
160083,MERCYONE DES MOINES MEDICAL CENTER,DES MOINES,IA,519,23,2023,88,88,76,72,85,79,82,80,84,82,Iowa,Midwest,West North Central
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,198,19,2023,87,87,83,72,84,76,73,78,77,74,Iowa,Midwest,West North Central
160101,BROADLAWNS MEDICAL CENTER,DES MOINES,IA,191,13,2023,90,92,78,75,83,80,88,84,89,89,Iowa,Midwest,West North Central
160104,TRINITY - BETTENDORF,BETTENDORF,IA,538,20,2023,90,89,80,72,88,80,81,85,87,87,Iowa,Midwest,West North Central
160110,ALLEN HOSPITAL,WATERLOO,IA,550,27,2023,91,89,82,76,90,81,86,82,89,90,Iowa,Midwest,West North Central
160112,SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,431,35,2023,92,92,86,82,89,83,88,88,91,90,Iowa,Midwest,West North Central
160117,FINLEY HOSPITAL,DUBUQUE,IA,603,30,2023,92,92,86,79,88,81,85,82,89,89,Iowa,Midwest,West North Central
160124,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,267,34,2023,94,97,90,83,90,85,90,86,92,94,Iowa,Midwest,West North Central
160146,ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,536,19,2023,88,87,78,67,83,77,80,76,84,85,Iowa,Midwest,West North Central
160147,GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,241,25,2023,95,93,91,84,92,85,91,89,92,91,Iowa,Midwest,West North Central
160153,MERCYONE SIOUXLAND MEDICAL CENTER,SIOUX CITY,IA,994,25,2023,85,86,76,68,84,76,79,79,80,78,Iowa,Midwest,West North Central
161301,IOWA SPECIALTY HOSPITAL - BELMOND,BELMOND,IA,185,35,2023,96,94,95,84,88,88,91,95,95,96,Iowa,Midwest,West North Central
161302,IOWA SPECIALTY HOSPITAL - CLARION,CLARION,IA,354,31,2023,94,93,88,79,91,85,89,88,92,93,Iowa,Midwest,West North Central
161306,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,95,41,2023,95,95,92,82,90,86,95,91,92,95,Iowa,Midwest,West North Central
161307,HANCOCK COUNTY HEALTH SYSTEM,BRITT,IA,78,43,2023,95,95,92,85,93,89,98,94,91,96,Iowa,Midwest,West North Central
161312,GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,53,50,2023,97,97,95,74,96,86,96,88,92,95,Iowa,Midwest,West North Central
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,WEST UNION,IA,86,36,2023,96,96,88,87,87,85,93,89,92,94,Iowa,Midwest,West North Central
161317,COMPASS MEMORIAL HEALTHCARE,MARENGO,IA,83,39,2023,96,96,93,88,95,87,91,85,91,95,Iowa,Midwest,West North Central
161318,VETERANS MEMORIAL HOSPITAL,WAUKON,IA,123,40,2023,95,97,90,86,90,87,97,86,95,97,Iowa,Midwest,West North Central
161323,MITCHELL COUNTY REGIONAL HEALTH,OSAGE,IA,57,37,2023,96,98,92,95,86,88,95,88,91,97,Iowa,Midwest,West North Central
161326,MADISON COUNTY HEALTH CARE SYSTEM,WINTERSET,IA,70,43,2023,100,99,94,90,97,92,98,97,94,99,Iowa,Midwest,West North Central
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,HUMBOLDT,IA,51,35,2023,96,95,91,88,86,80,94,88,89,89,Iowa,Midwest,West North Central
161335,BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,54,38,2023,92,96,90,77,74,86,94,85,91,93,Iowa,Midwest,West North Central
161339,WAVERLY HEALTH CENTER,WAVERLY,IA,200,30,2023,95,93,89,84,85,83,90,92,93,94,Iowa,Midwest,West North Central
161343,REGIONAL MEDICAL CENTER,MANCHESTER,IA,191,32,2023,93,93,90,80,92,85,94,89,93,93,Iowa,Midwest,West North Central
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,WASHINGTON,IA,94,37,2023,95,95,92,81,84,82,95,89,91,92,Iowa,Midwest,West North Central
161346,SIOUX CENTER HEALTH,SIOUX CENTER,IA,119,29,2023,94,94,91,76,92,84,92,89,93,93,Iowa,Midwest,West North Central
161347,FLOYD COUNTY MEDICAL CENTER,CHARLES CITY,IA,98,36,2023,92,95,84,85,90,83,91,84,90,91,Iowa,Midwest,West North Central
161348,CLARKE COUNTY HOSPITAL,OSCEOLA,IA,59,29,2023,94,94,91,82,92,82,85,88,89,88,Iowa,Midwest,West North Central
161349,VIRGINIA GAY HOSPITAL,VINTON,IA,89,39,2023,95,96,93,82,88,88,95,87,90,90,Iowa,Midwest,West North Central
161350,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,68,26,2023,95,93,84,81,81,83,95,86,90,93,Iowa,Midwest,West North Central
161351,AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,60,41,2023,95,95,95,84,85,86,93,82,90,90,Iowa,Midwest,West North Central
161352,CLARINDA REGIONAL HEALTH CENTER,CLARINDA,IA,66,32,2023,95,95,96,85,92,84,91,86,89,91,Iowa,Midwest,West North Central
161353,KOSSUTH REGIONAL HEALTH CENTER,ALGONA,IA,158,33,2023,94,95,87,86,91,85,95,87,93,93,Iowa,Midwest,West North Central
161355,KNOXVILLE HOSPITAL & CLINICS,KNOXVILLE,IA,65,28,2023,94,95,92,81,91,84,83,87,90,88,Iowa,Midwest,West North Central
161356,HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,55,38,2023,90,94,90,76,81,82,92,89,85,87,Iowa,Midwest,West North Central
161357,PALO ALTO COUNTY HOSPITAL,EMMETSBURG,IA,68,27,2023,94,93,90,78,90,83,92,91,91,92,Iowa,Midwest,West North Central
161358,WAYNE COUNTY HOSPITAL,CORYDON,IA,58,32,2023,95,96,93,84,86,89,90,89,92,95,Iowa,Midwest,West North Central
161359,BURGESS HEALTH CENTER,ONAWA,IA,122,35,2023,93,95,90,84,96,85,95,83,92,92,Iowa,Midwest,West North Central
161360,ORANGE CITY AREA HEALTH SYSTEM,ORANGE CITY,IA,168,33,2023,93,95,90,83,89,87,93,89,95,97,Iowa,Midwest,West North Central
161361,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,105,32,2023,96,97,90,82,89,85,94,89,92,90,Iowa,Midwest,West North Central
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,121,32,2023,95,93,87,79,86,84,89,90,87,88,Iowa,Midwest,West North Central
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,RED OAK,IA,132,42,2023,94,89,92,77,87,84,93,83,92,90,Iowa,Midwest,West North Central
161364,JEFFERSON COUNTY HEALTH CENTER,FAIRFIELD,IA,168,35,2023,92,89,86,79,90,83,90,85,90,88,Iowa,Midwest,West North Central
161365,GREATER REGIONAL MEDICAL CENTER,CRESTON,IA,199,31,2023,93,93,87,80,87,80,91,87,91,89,Iowa,Midwest,West North Central
161366,SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,59,20,2023,93,93,88,77,87,82,87,85,86,85,Iowa,Midwest,West North Central
161367,PELLA REGIONAL HEALTH CENTER,PELLA,IA,262,24,2023,92,93,85,79,90,83,84,87,92,92,Iowa,Midwest,West North Central
161368,FLOYD VALLEY HEALTHCARE,LE MARS,IA,113,34,2023,94,97,89,85,96,84,94,89,93,92,Iowa,Midwest,West North Central
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,113,23,2023,94,95,91,78,82,82,92,89,90,88,Iowa,Midwest,West North Central
161371,WINNESHIEK MEDICAL CENTER,DECORAH,IA,239,37,2023,95,95,91,84,91,83,90,85,92,92,Iowa,Midwest,West North Central
161372,BOONE COUNTY HOSPITAL,BOONE,IA,60,22,2023,92,93,86,80,91,83,89,84,90,89,Iowa,Midwest,West North Central
161374,MYRTUE MEDICAL CENTER,HARLAN,IA,107,27,2023,95,95,91,86,92,85,94,88,92,92,Iowa,Midwest,West North Central
161375,BUENA VISTA REGIONAL MEDICAL CENTER,STORM LAKE,IA,143,24,2023,94,95,89,82,93,86,93,89,93,92,Iowa,Midwest,West North Central
161376,CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,220,34,2023,93,92,91,80,88,85,93,87,92,91,Iowa,Midwest,West North Central
161377,MERCYONE CENTERVILLE MEDICAL CENTER,CENTERVILLE,IA,78,39,2023,97,98,91,84,88,84,94,87,91,91,Iowa,Midwest,West North Central
161379,MAHASKA  HEALTH PARTNERSHIP,OSKALOOSA,IA,200,28,2023,93,96,84,80,87,81,92,83,91,88,Iowa,Midwest,West North Central
161381,SANFORD SHELDON MEDICAL CENTER,SHELDON,IA,54,23,2023,89,94,77,64,87,77,80,75,88,88,Iowa,Midwest,West North Central
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,PITTSBURG,KS,582,33,2023,90,91,86,78,87,79,92,84,87,85,Kansas,Midwest,West North Central
170009,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,247,34,2023,92,90,88,73,83,81,88,88,86,84,Kansas,Midwest,West North Central
170012,SALINA REGIONAL HEALTH CENTER,SALINA,KS,602,25,2023,90,90,83,76,88,80,84,84,87,86,Kansas,Midwest,West North Central
170013,HAYS MEDICAL CENTER,HAYS,KS,681,28,2023,92,91,85,79,88,80,87,85,89,89,Kansas,Midwest,West North Central
170014,ADVENTHEALTH OTTAWA,OTTAWA,KS,185,22,2023,92,91,82,77,90,81,89,87,87,83,Kansas,Midwest,West North Central
170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,TOPEKA,KS,359,21,2023,88,89,79,72,82,79,84,80,85,85,Kansas,Midwest,West North Central
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,133,24,2023,90,90,84,79,88,79,81,86,84,81,Kansas,Midwest,West North Central
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,474,28,2023,88,87,85,71,84,76,83,76,84,81,Kansas,Midwest,West North Central
170023,CENTURA ST. CATHERINE HOSPITAL-GARDEN CITY,GARDEN CITY,KS,325,17,2023,89,88,83,75,81,78,89,85,86,84,Kansas,Midwest,West North Central
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,362,51,2023,93,93,94,83,90,86,89,87,92,91,Kansas,Midwest,West North Central
17002F,Irwin ACH (FT Riley),Fort Riley,KS,130,25,2023,92,92,87,82,90,83,84,86,91,89,Kansas,Midwest,West North Central
170040,UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,2919,20,2023,92,92,83,78,89,83,82,86,91,92,Kansas,Midwest,West North Central
170049,OLATHE MEDICAL CENTER,OLATHE,KS,1455,24,2023,91,90,84,77,86,80,88,84,87,87,Kansas,Midwest,West North Central
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,TOPEKA,KS,226,32,2023,94,91,93,81,86,83,90,89,89,88,Kansas,Midwest,West North Central
170068,SOUTHWEST MEDICAL CENTER,LIBERAL,KS,226,13,2023,87,86,82,72,80,78,87,82,84,81,Kansas,Midwest,West North Central
170074,"STORMONT VAIL HEALTH FLINT HILLS, LLC",JUNCTION CITY,KS,101,21,2023,93,95,89,78,82,81,93,84,87,85,Kansas,Midwest,West North Central
170075,"MERCY HOSPITAL, INC",MOUNDRIDGE,KS,56,50,2023,96,98,94,83,82,87,96,88,93,94,Kansas,Midwest,West North Central
170086,STORMONT VAIL HOSPITAL,TOPEKA,KS,1544,24,2023,89,90,83,74,88,80,82,85,87,89,Kansas,Midwest,West North Central
17008F,WICHITA VA MEDICAL CENTER,WICHITA,KS,457,35,2023,93,92,88,83,86,83,90,88,92,91,Kansas,Midwest,West North Central
170103,NMC HEALTH,NEWTON,KS,507,34,2023,90,91,84,74,91,82,87,86,89,89,Kansas,Midwest,West North Central
